id,relid,year,start_year,end_year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,iso3,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
,,#date+year,#date+year+start,#date+year+end,,,,,,,,,,,,#group+name+first,,,#group+name+second,,#meta+source,,,#description,,,#loc+name,,#adm1+name,#adm2+name,#geo+lat,#country+code,#geo+lon,,,#country+name,,#region+name,,,#date+start,#date+end,,,,,#affected+killed,,,,
141869,INS-1989-1-498-999,1989,1989,1989,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,-1,"Reuters, 1989-08-02, IRIAN JAYA REBEL LEADER SURRENDERS TO INDONESIAN ARMY",,,,army,4,Irian Jaya Province,Irian Jaya (Indonesian New Guinea),Irian Jaya Province,,-5.000000,IDN,140.000000,POINT (140.000000 -5.000000),123041,Indonesia,850,Asia,1,3,1989-07-26 00:00:00.000,1989-08-01 00:00:00.000,0,1,0,0,1,1,1,850,
141872,INS-1991-1-498-999,1991,1991,1991,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,-1,"Reuters, 1991-11-04, INDONESIAN ARMY KILLS THREE REBELS IN IRIAN JAYA",,,,army,5,Papua New Guinea - Indonesia border,Yabandatua village near the border with Papua New Guinea,Irian Jaya Province,,-5.000000,IDN,141.000000,POINT (141.000000 -5.000000),123043,Indonesia,850,Asia,1,1,1991-10-27 00:00:00.000,1991-10-27 00:00:00.000,0,3,0,0,3,3,3,850,
141874,INS-1995-1-498-999,1995,1995,1995,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,-1,"Tadjoeddin (2002) ""Database on Social Violence in Indonesia, 1990-2001",,,,,1,Wamena town,"Wamena, Kab, Jayawijaya, Papua",Irian Jaya Province,Jayawijaya Regency,-4.097500,IDN,138.951111,POINT (138.951111 -4.097500),123758,Indonesia,850,Asia,1,1,1995-05-30 00:00:00.000,1995-05-30 00:00:00.000,0,0,0,0,0,10,0,850,
141877,INS-1995-1-498-2,1995,1995,1995,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,-1,Reuters 11/17/1995 Indonesia says Irian rebels kill one soldier.,,,,army,5,Papua New Guinea - Indonesia border,Irian Jaya - Papua New Guinea border,Irian Jaya Province,,-5.000000,IDN,141.000000,POINT (141.000000 -5.000000),123043,Indonesia,850,Asia,1,1,1995-11-14 00:00:00.000,1995-11-14 00:00:00.000,1,0,0,0,1,1,1,850,
141880,INS-1996-1-498-2,1996,1996,1996,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,-1,R 8/22/1996 Indonesian soldiers clash with Irian kidnappers,,,,army,1,Timika town,west of the town of Timika,Irian Jaya Province,Mimika Regency,-4.549000,IDN,136.888800,POINT (136.888800 -4.549000),123034,Indonesia,850,Asia,1,1,1996-08-22 00:00:00.000,1996-08-22 00:00:00.000,0,1,0,0,1,1,1,850,
141875,INS-1996-1-498-4,1996,1996,1996,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,-1,"BBC 12/31/1996 ARMY CAPTURES TWO IRIAN JAYA REBELS, SAID TO HAVE KILLED ANOTHER  Radio Australia external service, Melbourne, in English 0800 gmt 30 Dec 96.",,,,Radio Australia,4,Irian Jaya Province,Irian Jaya,Irian Jaya Province,,-5.000000,IDN,140.000000,POINT (140.000000 -5.000000),123041,Indonesia,850,Asia,1,3,1996-12-23 00:00:00.000,1996-12-29 00:00:00.000,0,1,0,0,1,1,1,850,
141384,INS-1998-1-498-999,1998,1998,1998,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,-1,"Tadjoeddin (2002) ""Anatomy of Social Violence in the Context of Transition",,,,,4,Irian Jaya Province,Irian Jaya,Irian Jaya Province,,-5.000000,IDN,140.000000,POINT (140.000000 -5.000000),123041,Indonesia,850,Asia,2,5,1998-01-01 00:00:00.000,1998-12-31 00:00:00.000,0,0,0,0,0,1,0,850,
141624,INS-2000-1-498-7,2000,2000,2000,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,-1,"AP 12/16/2000 Soldier killed, four troops abducted; rebel violence in Indonesia claims 10 lives",,,,,4,Irian Jaya Province,Irian Jaya province,Irian Jaya Province,,-5.000000,IDN,140.000000,POINT (140.000000 -5.000000),123041,Indonesia,850,Asia,1,1,2000-12-15 00:00:00.000,2000-12-15 00:00:00.000,1,0,0,0,1,1,1,850,
141632,INS-2001-1-498-8,2001,2001,2001,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,-1,"Tadjoeddin (2002) ""Anatomy of Social Violence in the Context of Transition",,,,,4,Irian Jaya Province,Irian Jaya province,Irian Jaya Province,,-5.000000,IDN,140.000000,POINT (140.000000 -5.000000),123041,Indonesia,850,Asia,2,5,2001-01-01 00:00:00.000,2001-12-31 00:00:00.000,0,0,0,0,0,20,0,850,
141636,INS-2006-1-498-999,2006,2006,2006,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,-1,"Reuters 2006-03-16 ""Three killed in anti-Freeport protests in Indonesia"" AND Reuters 2006-03-16 ""UPDATE 1-Four killed in anti-Freeport protests in Indonesia"" AND AFP 2006-04-14 ""19 still on run over Indonesia mine clash",,,,Police,4,Papua Province,Papua province,Papua Province,,-2.533333,IDN,140.716667,POINT (140.716667 -2.533333),125922,Indonesia,850,Asia,1,1,2006-03-16 00:00:00.000,2006-03-16 00:00:00.000,5,0,0,1,6,6,6,850,
141639,INS-2006-1-498-3,2006,2006,2006,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,-1,"Reuters 2006-04-10 ""Four killed in clash in Indonesia's Papua""  AFP 2006-04-11 ""Four killed in Papua clash",,,,military spokesman,4,Papua Province,Papua. in a village some 70 km (44 miles) from the provincial capital Jayapura,Papua Province,,-2.533333,IDN,140.716667,POINT (140.716667 -2.533333),125922,Indonesia,850,Asia,1,1,2006-04-10 00:00:00.000,2006-04-10 00:00:00.000,2,2,0,0,4,4,4,850,
68299,INS-2013-1-498-1,2013,2013,2013,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,4,"""Agence France Presse,2013-02-21,Gunmen kill soldier in Indonesian Papua"";""Associated Press Newswires,2013-02-21,Gunmen kill 8 soldiers in 2 separate attacks in Indonesia's restive Papua province"";""Dow Jones News Service,2013-02-21,Eight Indonesian Soldiers Killed in Papua Attacks"";""The Jakarta Globe,2013-02-25,Papua Police Chief Says Recent Attacks Linked to Local Elections""",Agence France Presse;Associated Press Newswires;Dow Jones News Service;The Jakarta Globe,2013-02-21;2013-02-21;2013-02-21;2013-02-25,Gunmen kill soldier in Indonesian Papua;Gunmen kill 8 soldiers in 2 separate attacks in Indonesia's restive Papua province;Eight Indonesian Soldiers Killed in Papua Attacks;Papua Police Chief Says Recent Attacks Linked to Local Elections,A military spokesman,1,Tingginambut village,Tingginambut,Papua Province,Puncak Jaya Regency,-3.718000,IDN,138.085000,POINT (138.085000 -3.718000),124477,Indonesia,850,Asia,1,1,2013-02-21 00:00:00.000,2013-02-21 00:00:00.000,1,0,0,0,1,1,1,850,
68300,INS-2013-1-498-0,2013,2013,2013,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,6,"""Agence France Presse,2013-02-21,Gunmen kill eight soldiers in Indonesian Papua"";""Agence France Presse,2013-02-21,'Separatists' kill eight soldiers in Indonesian Papua"";""Associated Press Newswires,2013-02-21,Gunmen kill 8 soldiers in 2 separate attacks in Indonesia's restive Papua province"";""Dow Jones News Service,2013-02-21,Eight Indonesian Soldiers Killed in Papua Attacks"";""Associated Press Newswires,2013-02-22,Gunmen attack Indonesian military helicopter on mission to evacuate slain soldiers in Papua"";""The Jakarta Globe,2013-02-25,Papua Police Chief Says Recent Attacks Linked to Local Elections""",Agence France Presse;Agence France Presse;Associated Press Newswires;Dow Jones News Service;Associated Press Newswires;The Jakarta Globe,2013-02-21;2013-02-21;2013-02-21;2013-02-21;2013-02-22;2013-02-25,Gunmen kill eight soldiers in Indonesian Papua;'Separatists' kill eight soldiers in Indonesian Papua;Gunmen kill 8 soldiers in 2 separate attacks in Indonesia's restive Papua province;Eight Indonesian Soldiers Killed in Papua Attacks;Gunmen attack Indonesian military helicopter on mission to evacuate slain soldiers in Papua;Papua Police Chief Says Recent Attacks Linked to Local Elections,A military spokesman,2,Sinak area,Sinak district,Papua Province,Puncak Jaya Regency,-3.833300,IDN,137.850000,POINT (137.850000 -3.833300),124476,Indonesia,850,Asia,1,1,2013-02-21 00:00:00.000,2013-02-21 00:00:00.000,7,0,4,0,11,11,11,850,
260693,INS-2013-1-628-0,2013,2013,2013,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,2,"""Amnesty International,2018-07-02,INDONESIA: ""DON'T BOTHER, JUST LET HIM DIE"": KILLING WITH IMPUNITY IN PAPUA"";""Antara News,2013-05-09,Free Papua commander surrenders to Indonesian police""",Amnesty International;Antara News,2018-07-02;2013-05-09,"INDONESIA: ""DON'T BOTHER, JUST LET HIM DIE"": KILLING WITH IMPUNITY IN PAPUA;Free Papua commander surrenders to Indonesian police",Amnesty International,1,Aimas town,AIMAS,Papua Barat Province,Sorong Regency,-0.956812,IDN,131.335089,POINT (131.335089 -0.956812),128783,Indonesia,850,Asia,1,1,2013-04-30 00:00:00.000,2013-04-30 00:00:00.000,0,0,0,3,3,3,3,850,
68319,INS-2013-1-498-3,2013,2013,2013,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,2,"""The Jakarta Post,2013-06-27,Officer, civilian killed in Puncak Jaya ambush"";""Agence France Presse,2013-06-27,Separatists kill three in Indonesia's Papua""",The Jakarta Post;Agence France Presse,2013-06-27;2013-06-27,"Officer, civilian killed in Puncak Jaya ambush;Separatists kill three in Indonesia's Papua",Police,1,Jigonikme village,"Jigonikme village, Ilu district, Puncak Jaya regency",Papua Province,Puncak Jaya Regency,-3.709191,IDN,138.249305,POINT (138.249305 -3.709191),124477,Indonesia,850,Asia,1,1,2013-06-25 00:00:00.000,2013-06-25 00:00:00.000,1,0,0,2,3,3,3,850,
68330,INS-2013-1-498-4,2013,2013,2013,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,1,"""Agence France Presse,2013-09-02,Separatist snipers kill soldier in Indonesia's Papua: police""",Agence France Presse,2013-09-02,Separatist snipers kill soldier in Indonesia's Papua: police,Police,1,Tingginambut village,Tingginambut village in West Papua province  (near),Papua Province,Puncak Jaya Regency,-3.718000,IDN,138.085000,POINT (138.085000 -3.718000),124477,Indonesia,850,Asia,1,1,2013-08-31 00:00:00.000,2013-08-31 00:00:00.000,1,0,0,0,1,1,1,850,
68336,INS-2013-1-498-5,2013,2013,2013,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,1,"""Radio New Zealand News International,2013-11-07,West Papuan militant shot dead by Indonesian military""",Radio New Zealand News International,2013-11-07,West Papuan militant shot dead by Indonesian military,The Jakarta Globe,1,Mulia town,"Mulia district offices, in the Puncak Jaya district",Papua Province,Puncak Jaya Regency,-3.703568,IDN,137.968578,POINT (137.968578 -3.703568),124476,Indonesia,850,Asia,1,1,2013-11-07 00:00:00.000,2013-11-07 00:00:00.000,0,1,0,0,1,1,1,850,
156863,INS-2014-1-498-0,2014,2014,2014,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,2,"""Xinhua News Agency,2014-01-24,2 killed in gunfire exchange between troops, rebels in E. Indonesia"";""Agence France Presse,2014-01-25,Indonesian soldier, 3 'radicals' killed in Papua shoot-outs""",Xinhua News Agency;Agence France Presse,2014-01-24;2014-01-25,"2 killed in gunfire exchange between troops, rebels in E. Indonesia;Indonesian soldier, 3 'radicals' killed in Papua shoot-outs",army officer,3,Puncak Jaya Regency,"Pintu Angin, Puncak Jaya regency, Papua",Papua Province,Puncak Jaya Regency,-4.078900,IDN,137.158300,POINT (137.158300 -4.078900),123755,Indonesia,850,Asia,1,1,2014-01-24 00:00:00.000,2014-01-24 00:00:00.000,1,3,0,0,4,4,4,850,
156866,INS-2014-1-498-1,2014,2014,2014,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,1,"""Agence France Presse,2014-02-02,Separatist rebel shot dead in Indonesia's Papua""",Agence France Presse,2014-02-02,Separatist rebel shot dead in Indonesia's Papua,Police,5,Yapen Waropen area,"near a beach in the Yapen Waropen district, Papua",Papua Province,Yapen Regency,-1.799507,IDN,136.257014,POINT (136.257014 -1.799507),127353,Indonesia,850,Asia,1,1,2014-02-01 00:00:00.000,2014-02-01 00:00:00.000,0,1,0,0,1,1,1,850,
156878,INS-2014-1-498-4,2014,2014,2014,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,1,"""The Jakarta Post,2014-08-02,Five OPM members shot dead""",The Jakarta Post,2014-08-02,Five OPM members shot dead,Police,1,Pirime village,"Pirime, Lanny Jaya regency, Papua",Papua Province,Lanny Jaya Regency,-3.989839,IDN,138.512137,POINT (138.512137 -3.989839),124478,Indonesia,850,Asia,1,1,2014-07-28 00:00:00.000,2014-07-28 00:00:00.000,2,0,0,0,2,2,2,850,
156876,INS-2014-1-498-3,2014,2014,2014,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,1,"""Agence France Presse,2014-08-01,Five separatists shot dead in Indonesia's Papua""",Agence France Presse,2014-08-01,Five separatists shot dead in Indonesia's Papua,Commander,3,Lanny Jaya Regency,district of Lanny Jaya in the mountainous central part of Papua,Papua Province,Lanny Jaya Regency,-4.000000,IDN,138.150000,POINT (138.150000 -4.000000),124477,Indonesia,850,Asia,1,1,2014-08-01 00:00:00.000,2014-08-01 00:00:00.000,0,5,0,0,5,5,5,850,
247727,INS-2017-1-628-0,2017,2017,2017,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,1,"""Xinhua News Agency,2017-10-23,Policeman killed, 4 others wounded in shootings near Papua mine in Indonesia""",Xinhua News Agency,2017-10-23,"Policeman killed, 4 others wounded in shootings near Papua mine in Indonesia",national police spokesman Brigadier General Rikwanto,2,Grasberg mine,near a gold and copper mine in Indonesia's easternmost province of Papua,Papua Province,Mimika Regency,-4.057770,IDN,137.113410,POINT (137.113410 -4.057770),123755,Indonesia,850,Asia,1,2,2017-10-22 00:00:00.000,2017-10-23 00:00:00.000,1,0,0,0,1,1,1,850,
247795,INS-2017-1-628-1,2017,2017,2017,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,1,"""Agence France Presse,2017-11-15,Indonesian policeman shot dead near US-owned mine""",Agence France Presse,2017-11-15,Indonesian policeman shot dead near US-owned mine,police spokesman Suryadi Diaz,2,Grasberg mine,"near the vast Grasberg mine, Papua province
near Freeport",Papua Province,Mimika Regency,-4.057770,IDN,137.113410,POINT (137.113410 -4.057770),123755,Indonesia,850,Asia,1,1,2017-11-15 00:00:00.000,2017-11-15 00:00:00.000,1,0,0,0,1,1,1,850,
259417,INS-2018-1-628-0,2018,2018,2018,1,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,1,"""Agence France Presse,2018-04-03,Soldier, separatist killed in fresh Papua violence""",Agence France Presse,2018-04-03,"Soldier, separatist killed in fresh Papua violence","Military spokesman, A spokesman for the West Papua National Liberation Army",2,Grasberg mine,near a huge US-owned mine in Papua,Papua Province,Mimika Regency,-4.057770,IDN,137.113410,POINT (137.113410 -4.057770),123755,Indonesia,850,Asia,1,1,2018-04-01 00:00:00.000,2018-04-01 00:00:00.000,1,1,0,0,2,3,2,850,
259420,INS-2018-1-628-1,2018,2018,2018,1,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,2,"""The Jakarta Post,2018-04-05,One killed, two injured in latest shoot-out in Papua"";""The Jakarta Post,2018-04-05,Hundreds of villagers seek refuge after shootout in Papua""",The Jakarta Post;The Jakarta Post,2018-04-05;2018-04-05,"One killed, two injured in latest shoot-out in Papua;Hundreds of villagers seek refuge after shootout in Papua","Military Command spokesman, spokesman for the TPN-OPM",1,Opitawak village,"Opitawak village in Tembagapura, Mimika regency, Papua",Papua Province,Mimika Regency,-4.226722,IDN,137.028567,POINT (137.028567 -4.226722),123755,Indonesia,850,Asia,1,1,2018-04-04 00:00:00.000,2018-04-04 00:00:00.000,0,0,0,1,1,1,1,850,
259490,INS-2018-1-628-2,2018,2018,2018,1,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,5,"""The Jakarta Post,2018-06-26,Airport shooting in Papua leaves 3 dead, 1 wounded"";""Agence France Presse,2018-06-28,One killed, two police missing in fresh Papua violence"";""Benar News,2018-06-25,Indonesia: Gunmen Shoot at Plane, Kill 3 Civilians at Papua Airport"";""Tapol,2018-07-18,Press Release Human Rights Solidarity for Nduga: Stop the Joint Operation in Nduga Regency, Papua Province"";""Sindo News,2018-06-27,The Army of OPM Claims to Control the Capital District of Nduga Papua""",The Jakarta Post;Agence France Presse;Benar News;Tapol;Sindo News,2018-06-26;2018-06-28;2018-06-25;2018-07-18;2018-06-27,"Airport shooting in Papua leaves 3 dead, 1 wounded;One killed, two police missing in fresh Papua violence;Indonesia: Gunmen Shoot at Plane, Kill 3 Civilians at Papua Airport;Press Release Human Rights Solidarity for Nduga: Stop the Joint Operation in Nduga Regency, Papua Province;The Army of OPM Claims to Control the Capital District of Nduga Papua",Police,1,Kenyam Airport,Kenyam Airport in Nduga regency,Papua Province,Nduga Regency,-4.386600,IDN,138.232000,POINT (138.232000 -4.386600),123757,Indonesia,850,Asia,1,1,2018-06-25 00:00:00.000,2018-06-25 00:00:00.000,0,0,3,0,3,3,3,850,
259495,INS-2018-1-628-3,2018,2018,2018,1,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,3,"""Agence France Presse,2018-06-28,One killed, two police missing in fresh Papua violence"";""Reuters,2018-06-28,Poll-related violence flares in Indonesia's Papua"";""The Jakarta Post,2018-07-03,Fallen officer""",Agence France Presse;Reuters;The Jakarta Post,2018-06-28;2018-06-28;2018-07-03,"One killed, two police missing in fresh Papua violence;Poll-related violence flares in Indonesia's Papua;Fallen officer",police,2,Torere village,Torere,Papua Province,Puncak Jaya Regency,-3.603146,IDN,138.110880,POINT (138.110880 -3.603146),124477,Indonesia,850,Asia,1,1,2018-06-27 00:00:00.000,2018-06-27 00:00:00.000,2,0,0,0,2,3,2,850,
273583,INS-2018-1-628-5,2018,2018,2018,1,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,10,"""Agence France Presse,2018-12-06,16 bodies found after attack in Indonesia's Papua"";""Agence France Presse,2018-12-07,'Kill or be killed' says rebel group behind Papua massacre"";""Agence France Presse,2018-12-04,Indonesia probing reports dozens of workers shot dead in Papua"";""BBC Monitoring Asia Pacific,2018-12-05,Indonesia says 31 construction workers killed in Papua"";""Agence France Presse,2018-12-06,Indonesia military finds 16 bodies after Papua massacre"";""Agence France Presse,2018-12-07,'Kill or be killed' says rebel group behind Papua massacre"";""Agence France Presse,2018-12-08,Papua massacre shines light on forgotten conflict

AU 	
Harry Pearl"";""Agence France Presse,2018-12-12,Papuan rebels refuse Indonesia's call to surrender over massacre"";""BBC Monitoring Asia Pacific,2018-12-14,Indonesia asks OPM to be classified as a terror group"";""Human Rights Watch,2018-12-09,Indonesia: Papuan Militants Kill 17 Police Should Investigate Worksite Killings; Military Should Show Restraint""",Agence France Presse;Agence France Presse;Agence France Presse;BBC Monitoring Asia Pacific;Agence France Presse;Agence France Presse;Agence France Presse;Agence France Presse;BBC Monitoring Asia Pacific;Human Rights Watch,2018-12-06;2018-12-07;2018-12-04;2018-12-05;2018-12-06;2018-12-07;2018-12-08;2018-12-12;2018-12-14;2018-12-09,"16 bodies found after attack in Indonesia's Papua;'Kill or be killed' says rebel group behind Papua massacre;Indonesia probing reports dozens of workers shot dead in Papua;Indonesia says 31 construction workers killed in Papua;Indonesia military finds 16 bodies after Papua massacre;'Kill or be killed' says rebel group behind Papua massacre;Papua massacre shines light on forgotten conflict

AU 	
Harry Pearl;Papuan rebels refuse Indonesia's call to surrender over massacre;Indonesia asks OPM to be classified as a terror group;Indonesia: Papuan Militants Kill 17 Police Should Investigate Worksite Killings; Military Should Show Restraint","local military commander Binsar Panjaitan.
Sebby Sambom, spokesman for the TPNPB, HRW",3,Nduga Regency,"Timika, district of Nduga",Papua Province,Nduga Regency,-4.342461,IDN,138.219067,POINT (138.219067 -4.342461),123757,Indonesia,850,Asia,1,2,2018-12-01 00:00:00.000,2018-12-02 00:00:00.000,1,0,0,16,17,31,16,850,
277454,INS-2019-1-628-0,2019,2019,2019,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,2,"""The Jakarta Post,2019-01-29,TNI to handle 'separatists' in Papua: Moeldoko

AU 	
Marguerite Afra Sapiie"";""Future Directions International,2019-01-30,Indonesian Government Considering further Military Involvement in Papua""",The Jakarta Post;Future Directions International,2019-01-29;2019-01-30,"TNI to handle 'separatists' in Papua: Moeldoko

AU 	
Marguerite Afra Sapiie;Indonesian Government Considering further Military Involvement in Papua",Cendrawasih Military Command spokesman Col. M. Aidi,1,Mapenduma village,"in Mapenduma, Nduga in Papua",Papua Province,Nduga Regency,-4.309672,IDN,138.245727,POINT (138.245727 -4.309672),123757,Indonesia,850,Asia,1,1,2019-01-28 00:00:00.000,2019-01-28 00:00:00.000,1,0,0,0,1,1,1,850,
283442,INS-2019-1-628-1,2019,2019,2019,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,2,"""Agence France Presse,2019-03-07,Three Indonesian soldiers killed in fresh Papua violence"";""International Crisis Group,2019-04-01,Indonesia  MARCH 2019""",Agence France Presse;International Crisis Group,2019-03-07;2019-04-01,Three Indonesian soldiers killed in fresh Papua violence;Indonesia  MARCH 2019,military spokesman for Papua region Muhammad Aidi,1,Yigi village,in Yigi village in Nduga district,Papua Province,Nduga Regency,-4.228527,IDN,138.395902,POINT (138.395902 -4.228527),123757,Indonesia,850,Asia,1,1,2019-03-07 00:00:00.000,2019-03-07 00:00:00.000,3,1,0,0,4,15,4,850,
284864,INS-2019-1-628-2,2019,2019,2019,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,1,"""Crisis Group,2019-05-01,Indonesia April 2019""",Crisis Group,2019-05-01,Indonesia April 2019,Crisis Group/OPM,3,Nduga Regency,Nduga regency,Papua Province,Nduga Regency,-4.342461,IDN,138.219067,POINT (138.219067 -4.342461),123757,Indonesia,850,Asia,1,2,2019-04-01 00:00:00.000,2019-04-04 00:00:00.000,0,0,0,0,0,2,0,850,
324520,INS-2019-1-628-12,2019,2019,2019,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,1,"""Crisis Watch,2019-05-31,Indonesia  MAY 2019""",Crisis Watch,2019-05-31,Indonesia  MAY 2019,Crisis Watch (military),3,Nduga Regency,Nduga regency,Papua Province,Nduga Regency,-4.342461,IDN,138.219067,POINT (138.219067 -4.342461),123757,Indonesia,850,Asia,1,1,2019-05-13 00:00:00.000,2019-05-13 00:00:00.000,1,0,0,0,1,1,1,850,
292128,INS-2019-1-628-3,2019,2019,2019,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,1,"""Agence France Presse,2019-07-21,Indonesian soldier killed in fresh Papua attack""",Agence France Presse,2019-07-21,Indonesian soldier killed in fresh Papua attack,,3,Nduga Regency,,Papua Province,Nduga Regency,-4.342461,IDN,138.219067,POINT (138.219067 -4.342461),123757,Indonesia,850,Asia,1,1,2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,1,0,0,0,1,1,1,850,
312930,INS-2019-1-628-8,2019,2019,2019,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,1,"""Agence France Presse,2019-09-19,Toddler, teen killed in Papua clash: Indonesian military""",Agence France Presse,2019-09-19,"Toddler, teen killed in Papua clash: Indonesian military",Papua military spokesman Eko Daryanto,3,Ilaga regency,Papua's Ilaga region,Papua Province,Ilaga regency,-3.950000,IDN,137.400000,POINT (137.400000 -3.950000),124475,Indonesia,850,Asia,1,1,2019-09-17 00:00:00.000,2019-09-17 00:00:00.000,0,0,3,0,3,3,3,850,
324518,INS-2019-1-628-11,2019,2019,2019,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,1,"""Crisis Watch,2019-10-31,Indonesia  OCTOBER 2019""",Crisis Watch,2019-10-31,Indonesia  OCTOBER 2019,"Crisis watch (military, West Papua National Liberation Army)",3,Intan Jaya Regency,Hitadipa,Papua Province,Intan Jaya Regency,-3.410160,IDN,136.708370,POINT (136.708370 -3.410160),125194,Indonesia,850,Asia,1,1,2019-10-18 00:00:00.000,2019-10-18 00:00:00.000,0,0,0,3,3,3,3,850,
324517,INS-2019-1-628-10,2019,2019,2019,0,Clear,1,291,291,Indonesia: West Papua,628,628,Government of Indonesia - OPM,155,155,Government of Indonesia,266,266,OPM,1,"""Crisis Watch,2019-11-30,Indonesia  NOVEMBER 2019""",Crisis Watch,2019-11-30,Indonesia  NOVEMBER 2019,Crisis Watch,3,Nduga Regency,Nduga regency,Papua Province,Nduga Regency,-4.342461,IDN,138.219067,POINT (138.219067 -4.342461),123757,Indonesia,850,Asia,1,1,2019-11-30 00:00:00.000,2019-11-30 00:00:00.000,0,0,0,0,0,1,0,850,
