Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases
3/1/2020,ID-JK,DKI Jakarta,2,0,0,2,39,20,41,-22
3/2/2020,ID-JK,DKI Jakarta,2,0,0,2,41,20,41,-20
3/2/2020,IDN,Indonesia,2,0,0,2,2,0,0,2
3/2/2020,ID-RI,Riau,1,0,0,1,2,0,3,-1
3/3/2020,ID-JK,DKI Jakarta,2,0,0,2,43,20,41,-18
3/3/2020,IDN,Indonesia,0,0,0,0,2,0,0,2
3/3/2020,ID-JB,Jawa Barat,1,1,0,0,1,1,8,-8
3/3/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/4/2020,ID-JK,DKI Jakarta,2,0,0,2,45,20,41,-16
3/4/2020,IDN,Indonesia,0,0,0,0,2,0,0,2
3/4/2020,ID-JB,Jawa Barat,1,0,0,1,2,1,8,-7
3/4/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/5/2020,ID-JK,DKI Jakarta,0,1,0,-1,45,21,41,-17
3/5/2020,IDN,Indonesia,0,0,0,0,2,0,0,2
3/5/2020,ID-JB,Jawa Barat,1,0,0,1,3,1,8,-6
3/5/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/6/2020,ID-BT,Banten,1,0,1,0,1,5,74,-78
3/6/2020,ID-JK,DKI Jakarta,0,0,0,0,45,21,41,-17
3/6/2020,IDN,Indonesia,2,0,0,2,4,0,0,4
3/6/2020,ID-JB,Jawa Barat,1,0,0,1,4,1,8,-5
3/6/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/7/2020,ID-BT,Banten,0,0,0,0,1,5,74,-78
3/7/2020,ID-JK,DKI Jakarta,0,2,0,-2,45,23,41,-19
3/7/2020,IDN,Indonesia,0,0,0,0,4,0,0,4
3/7/2020,ID-JB,Jawa Barat,0,0,0,0,4,1,8,-5
3/7/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/8/2020,ID-BT,Banten,1,0,3,-2,2,5,77,-80
3/8/2020,ID-JK,DKI Jakarta,0,0,0,0,45,23,41,-19
3/8/2020,IDN,Indonesia,2,0,0,2,6,0,0,6
3/8/2020,ID-JB,Jawa Barat,0,0,0,0,4,1,8,-5
3/8/2020,ID-JT,Jawa Tengah,1,1,0,0,1,8,8,-15
3/8/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/9/2020,ID-BT,Banten,0,0,0,0,2,5,77,-80
3/9/2020,ID-JK,DKI Jakarta,0,1,0,-1,45,24,41,-20
3/9/2020,IDN,Indonesia,13,0,0,13,19,0,0,19
3/9/2020,ID-JB,Jawa Barat,0,0,0,0,4,1,8,-5
3/9/2020,ID-JT,Jawa Tengah,0,0,0,0,1,8,8,-15
3/9/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/10/2020,ID-BT,Banten,0,0,8,-8,2,5,85,-88
3/10/2020,ID-JK,DKI Jakarta,0,0,0,0,45,24,41,-20
3/10/2020,IDN,Indonesia,8,0,2,6,27,0,2,25
3/10/2020,ID-JB,Jawa Barat,0,0,0,0,4,1,8,-5
3/10/2020,ID-JT,Jawa Tengah,0,0,0,0,1,8,8,-15
3/10/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/10/2020,ID-SG,Sulawesi Tenggara,1,0,0,1,1,0,0,1
3/11/2020,ID-BA,Bali,1,1,0,0,1,1,3,-3
3/11/2020,ID-BT,Banten,0,0,8,-8,2,5,93,-96
3/11/2020,ID-JK,DKI Jakarta,0,0,0,0,45,24,41,-20
3/11/2020,IDN,Indonesia,7,1,0,6,34,1,2,31
3/11/2020,ID-JB,Jawa Barat,0,1,0,-1,4,2,8,-6
3/11/2020,ID-JT,Jawa Tengah,2,1,1,0,3,9,9,-15
3/11/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/11/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,1,0,0,1
3/12/2020,ID-BA,Bali,0,0,0,0,1,1,3,-3
3/12/2020,ID-BT,Banten,0,1,2,-3,2,6,95,-99
3/12/2020,ID-JK,DKI Jakarta,2,1,4,-3,47,25,45,-23
3/12/2020,IDN,Indonesia,0,0,0,0,34,1,2,31
3/12/2020,ID-JB,Jawa Barat,1,0,0,1,5,2,8,-5
3/12/2020,ID-JT,Jawa Tengah,0,0,0,0,3,9,9,-15
3/12/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/12/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,1,0,0,1
3/13/2020,ID-BA,Bali,0,0,0,0,1,1,3,-3
3/13/2020,ID-BT,Banten,1,1,0,0,3,7,95,-99
3/13/2020,ID-JK,DKI Jakarta,4,1,3,0,51,26,48,-23
3/13/2020,IDN,Indonesia,35,3,0,32,69,4,2,63
3/13/2020,ID-JB,Jawa Barat,4,0,1,3,9,2,9,-2
3/13/2020,ID-JT,Jawa Tengah,0,0,0,0,3,9,9,-15
3/13/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/13/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,1,0,0,1
3/14/2020,ID-BA,Bali,0,0,0,0,1,1,3,-3
3/14/2020,ID-BT,Banten,1,0,2,-1,4,7,97,-100
3/14/2020,ID-JK,DKI Jakarta,2,1,1,0,53,27,49,-23
3/14/2020,IDN,Indonesia,27,1,6,20,96,5,8,83
3/14/2020,ID-JB,Jawa Barat,0,0,0,0,9,2,9,-2
3/14/2020,ID-JT,Jawa Tengah,2,0,1,1,5,9,10,-14
3/14/2020,ID-KI,Kalimantan Timur,3,0,0,3,3,0,2,1
3/14/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/14/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,1,0,0,1
3/15/2020,ID-BA,Bali,0,0,0,0,1,1,3,-3
3/15/2020,ID-BT,Banten,1,0,5,-4,5,7,102,-104
3/15/2020,ID-JK,DKI Jakarta,8,3,0,5,61,30,49,-18
3/15/2020,IDN,Indonesia,21,0,0,21,117,5,8,104
3/15/2020,ID-JB,Jawa Barat,0,0,2,-2,9,2,11,-4
3/15/2020,ID-JT,Jawa Tengah,1,0,1,0,6,9,11,-14
3/15/2020,ID-KI,Kalimantan Timur,2,0,0,2,5,0,2,3
3/15/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/15/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,1,0,0,1
3/16/2020,ID-BA,Bali,0,0,0,0,1,1,3,-3
3/16/2020,ID-BT,Banten,1,0,4,-3,6,7,106,-107
3/16/2020,ID-JK,DKI Jakarta,2,3,0,-1,63,33,49,-19
3/16/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,0,1,1,0,1,0
3/16/2020,IDN,Indonesia,17,0,0,17,134,5,8,121
3/16/2020,ID-JB,Jawa Barat,0,0,2,-2,9,2,13,-6
3/16/2020,ID-JT,Jawa Tengah,1,0,0,1,7,9,11,-13
3/16/2020,ID-KI,Kalimantan Timur,1,0,0,1,6,0,2,4
3/16/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/16/2020,ID-SG,Sulawesi Tenggara,2,0,0,2,3,0,0,3
3/17/2020,ID-BA,Bali,0,0,0,0,1,1,3,-3
3/17/2020,ID-BT,Banten,0,1,3,-4,6,8,109,-111
3/17/2020,ID-JK,DKI Jakarta,2,1,0,1,65,34,49,-18
3/17/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,1,0,1,0
3/17/2020,IDN,Indonesia,38,0,1,37,172,5,9,158
3/17/2020,ID-JB,Jawa Barat,11,0,0,11,20,2,13,5
3/17/2020,ID-JT,Jawa Tengah,1,0,1,0,8,9,12,-13
3/17/2020,ID-KI,Kalimantan Timur,1,0,0,1,7,0,2,5
3/17/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/17/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3
3/17/2020,ID-SU,Sumatera Utara,1,1,0,0,1,1,0,0
3/18/2020,ID-BA,Bali,0,0,0,0,1,1,3,-3
3/18/2020,ID-BT,Banten,0,1,1,-2,6,9,110,-113
3/18/2020,ID-JK,DKI Jakarta,1,1,0,0,66,35,49,-18
3/18/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,1,0,1,0
3/18/2020,IDN,Indonesia,55,14,2,39,227,19,11,197
3/18/2020,ID-JB,Jawa Barat,4,1,2,1,24,3,15,6
3/18/2020,ID-JT,Jawa Tengah,3,1,0,2,11,10,12,-11
3/18/2020,ID-JI,Jawa Timur,7,1,0,6,18,33,215,-230
3/18/2020,ID-KI,Kalimantan Timur,0,0,0,0,7,0,2,5
3/18/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/18/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3
3/18/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0
3/19/2020,ID-BA,Bali,1,1,0,0,2,2,3,-3
3/19/2020,ID-BT,Banten,0,1,3,-4,6,10,113,-117
3/19/2020,ID-JK,DKI Jakarta,2,0,1,1,68,35,50,-17
3/19/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,1,0,1,0
3/19/2020,IDN,Indonesia,82,6,4,72,309,25,15,269
3/19/2020,ID-JB,Jawa Barat,5,1,1,3,29,4,16,9
3/19/2020,ID-JT,Jawa Tengah,2,0,0,2,13,10,12,-9
3/19/2020,ID-JI,Jawa Timur,3,0,0,3,21,33,215,-227
3/19/2020,ID-KI,Kalimantan Timur,0,0,0,0,7,0,2,5
3/19/2020,ID-KR,Kepulauan Riau,1,1,0,0,1,1,0,0
3/19/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/19/2020,ID-SN,Sulawesi Selatan,2,0,0,2,2,0,1,1
3/19/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3
3/19/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0
3/20/2020,ID-BA,Bali,0,0,0,0,2,2,3,-3
3/20/2020,ID-BT,Banten,0,3,3,-6,6,13,116,-123
3/20/2020,ID-JK,DKI Jakarta,5,3,1,1,73,38,51,-16
3/20/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,1,0,2,0,2,0
3/20/2020,IDN,Indonesia,60,7,2,51,369,32,17,320
3/20/2020,ID-JA,Jambi,1,0,0,1,1,0,0,1
3/20/2020,ID-JB,Jawa Barat,16,4,0,12,45,8,16,21
3/20/2020,ID-JT,Jawa Tengah,4,0,1,3,17,10,13,-6
3/20/2020,ID-JI,Jawa Timur,9,0,0,9,30,33,215,-218
3/20/2020,ID-KI,Kalimantan Timur,0,0,0,0,7,0,2,5
3/20/2020,ID-KR,Kepulauan Riau,0,0,0,0,1,1,0,0
3/20/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/20/2020,ID-SN,Sulawesi Selatan,0,0,0,0,2,0,1,1
3/20/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3
3/20/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0
3/21/2020,ID-BA,Bali,0,0,0,0,2,2,3,-3
3/21/2020,ID-BT,Banten,0,0,2,-2,6,13,118,-125
3/21/2020,ID-JK,DKI Jakarta,8,3,6,-1,81,41,57,-17
3/21/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,2,0,2,0
3/21/2020,IDN,Indonesia,81,6,3,72,450,38,20,392
3/21/2020,ID-JA,Jambi,0,0,0,0,1,0,0,1
3/21/2020,ID-JB,Jawa Barat,5,0,0,5,50,8,16,26
3/21/2020,ID-JT,Jawa Tengah,1,1,0,0,18,11,13,-6
3/21/2020,ID-JI,Jawa Timur,9,1,0,8,39,34,215,-210
3/21/2020,ID-KI,Kalimantan Timur,0,0,0,0,7,0,2,5
3/21/2020,ID-KR,Kepulauan Riau,0,0,0,0,1,1,0,0
3/21/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/21/2020,ID-SN,Sulawesi Selatan,0,0,0,0,2,0,1,1
3/21/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3
3/21/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0
3/22/2020,ID-BA,Bali,0,0,0,0,2,2,3,-3
3/22/2020,ID-BT,Banten,0,2,0,-2,6,15,118,-127
3/22/2020,ID-JK,DKI Jakarta,2,0,3,-1,83,41,60,-18
3/22/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,2,0,2,0
3/22/2020,IDN,Indonesia,64,10,9,45,514,48,29,437
3/22/2020,ID-JA,Jambi,0,0,0,0,1,0,0,1
3/22/2020,ID-JB,Jawa Barat,3,3,1,-1,53,11,17,25
3/22/2020,ID-JT,Jawa Tengah,1,0,1,0,19,11,14,-6
3/22/2020,ID-JI,Jawa Timur,14,0,0,14,53,34,215,-196
3/22/2020,ID-KI,Kalimantan Timur,0,0,0,0,7,0,2,5
3/22/2020,ID-KR,Kepulauan Riau,0,0,0,0,1,1,0,0
3/22/2020,ID-MA,Maluku,1,0,0,1,1,0,0,1
3/22/2020,ID-PA,Papua,2,0,0,2,2,1,1,0
3/22/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/22/2020,ID-SN,Sulawesi Selatan,0,0,0,0,2,0,1,1
3/22/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3
3/22/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0
3/23/2020,ID-BA,Bali,0,0,0,0,2,2,3,-3
3/23/2020,ID-BT,Banten,0,2,3,-5,6,17,121,-132
3/23/2020,ID-JK,DKI Jakarta,0,0,0,0,83,41,60,-18
3/23/2020,ID-YO,Daerah Istimewa Yogyakarta,0,1,0,-1,2,1,2,-1
3/23/2020,IDN,Indonesia,65,1,1,63,579,49,30,500
3/23/2020,ID-JA,Jambi,0,0,0,0,1,0,0,1
3/23/2020,ID-JB,Jawa Barat,6,4,0,2,59,15,17,27
3/23/2020,ID-JT,Jawa Tengah,3,0,0,3,22,11,14,-3
3/23/2020,ID-JI,Jawa Timur,2,1,0,1,55,35,215,-195
3/23/2020,ID-KI,Kalimantan Timur,1,0,0,1,8,0,2,6
3/23/2020,ID-KR,Kepulauan Riau,0,0,0,0,1,1,0,0
3/23/2020,ID-MA,Maluku,0,0,0,0,1,0,0,1
3/23/2020,ID-MU,Maluku Utara,1,0,0,1,1,0,2,-1
3/23/2020,ID-PA,Papua,0,0,0,0,2,1,1,0
3/23/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/23/2020,ID-SN,Sulawesi Selatan,0,1,0,-1,2,1,1,0
3/23/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3
3/23/2020,ID-SS,Sumatera Selatan,1,2,0,-1,1,2,1,-2
3/23/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0
3/24/2020,ID-BA,Bali,0,0,0,0,2,2,3,-3
3/24/2020,ID-BT,Banten,0,1,3,-4,6,18,124,-136
3/24/2020,ID-JK,DKI Jakarta,16,19,3,-6,99,60,63,-24
3/24/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,2,1,2,-1
3/24/2020,IDN,Indonesia,106,6,0,100,685,55,30,600
3/24/2020,ID-JA,Jambi,0,0,0,0,1,0,0,1
3/24/2020,ID-JB,Jawa Barat,2,2,2,-2,61,17,19,25
3/24/2020,ID-JT,Jawa Tengah,3,1,1,1,25,12,15,-2
3/24/2020,ID-JI,Jawa Timur,3,1,0,2,58,36,215,-193
3/24/2020,ID-KI,Kalimantan Timur,0,0,0,0,8,0,2,6
3/24/2020,ID-KR,Kepulauan Riau,0,0,0,0,1,1,0,0
3/24/2020,ID-MA,Maluku,0,0,0,0,1,0,0,1
3/24/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,2,-1
3/24/2020,ID-PA,Papua,0,0,0,0,2,1,1,0
3/24/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/24/2020,ID-SN,Sulawesi Selatan,2,0,0,2,4,1,1,2
3/24/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3
3/24/2020,ID-SS,Sumatera Selatan,0,0,0,0,1,2,1,-2
3/24/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0
3/25/2020,ID-BA,Bali,0,0,0,0,2,2,3,-3
3/25/2020,ID-BT,Banten,0,1,3,-4,6,19,127,-140
3/25/2020,ID-JK,DKI Jakarta,1,1,0,0,100,61,63,-24
3/25/2020,ID-YO,Daerah Istimewa Yogyakarta,1,1,0,0,3,2,2,-1
3/25/2020,IDN,Indonesia,105,3,1,101,790,58,31,701
3/25/2020,ID-JA,Jambi,0,0,0,0,1,0,0,1
3/25/2020,ID-JB,Jawa Barat,5,0,1,4,66,17,20,29
3/25/2020,ID-JT,Jawa Tengah,23,1,1,21,48,13,16,19
3/25/2020,ID-JI,Jawa Timur,9,0,1,8,67,36,216,-185
3/25/2020,ID-KI,Kalimantan Timur,0,0,0,0,8,0,2,6
3/25/2020,ID-KR,Kepulauan Riau,0,0,0,0,1,1,0,0
3/25/2020,ID-MA,Maluku,0,0,0,0,1,0,0,1
3/25/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,2,-1
3/25/2020,ID-PA,Papua,0,0,0,0,2,1,1,0
3/25/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/25/2020,ID-SN,Sulawesi Selatan,9,0,0,9,13,1,1,11
3/25/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3
3/25/2020,ID-SS,Sumatera Selatan,0,0,0,0,1,2,1,-2
3/25/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0
3/26/2020,ID-AC,Aceh,1,0,0,1,1,0,0,1
3/26/2020,ID-BA,Bali,0,0,0,0,2,2,3,-3
3/26/2020,ID-BT,Banten,0,0,4,-4,6,19,131,-144
3/26/2020,ID-JK,DKI Jakarta,57,2,0,55,157,63,63,31
3/26/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,3,2,2,-1
3/26/2020,IDN,Indonesia,103,20,4,79,893,78,35,780
3/26/2020,ID-JA,Jambi,0,0,0,0,1,0,0,1
3/26/2020,ID-JB,Jawa Barat,5,1,0,4,71,18,20,33
3/26/2020,ID-JT,Jawa Tengah,4,0,1,3,52,13,17,22
3/26/2020,ID-JI,Jawa Timur,13,1,0,12,80,37,216,-173
3/26/2020,ID-KT,Kalimantan Tengah,2,0,0,2,2,1,39,-38
3/26/2020,ID-KI,Kalimantan Timur,0,0,0,0,8,0,2,6
3/26/2020,ID-KR,Kepulauan Riau,0,0,0,0,1,1,0,0
3/26/2020,ID-LA,Lampung,2,0,0,2,2,1,0,1
3/26/2020,ID-MA,Maluku,0,0,0,0,1,0,0,1
3/26/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,2,-1
3/26/2020,ID-PA,Papua,4,0,0,4,6,1,1,4
3/26/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/26/2020,ID-SN,Sulawesi Selatan,14,0,0,14,27,1,1,25
3/26/2020,ID-ST,Sulawesi Tengah,1,0,0,1,1,0,0,1
3/26/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3
3/26/2020,ID-SA,Sulawesi Utara,1,0,1,0,1,0,1,0
3/26/2020,ID-SB,Sumatera Barat,3,0,0,3,3,0,1,2
3/26/2020,ID-SS,Sumatera Selatan,0,0,0,0,1,2,1,-2
3/26/2020,ID-SU,Sumatera Utara,0,0,0,0,1,1,0,0
3/27/2020,ID-AC,Aceh,3,0,0,3,4,0,0,4
3/27/2020,ID-BA,Bali,0,0,0,0,2,2,3,-3
3/27/2020,ID-BT,Banten,25,2,3,20,31,21,134,-124
3/27/2020,ID-JK,DKI Jakarta,74,7,6,61,231,70,69,92
3/27/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,0,1,4,2,2,0
3/27/2020,IDN,Indonesia,153,9,11,133,1046,87,46,913
3/27/2020,ID-JA,Jambi,0,0,0,0,1,0,0,1
3/27/2020,ID-JB,Jawa Barat,16,3,1,12,87,21,21,45
3/27/2020,ID-JT,Jawa Tengah,8,1,1,6,60,14,18,28
3/27/2020,ID-JI,Jawa Timur,3,1,0,2,83,38,216,-171
3/27/2020,ID-KT,Kalimantan Tengah,0,0,0,0,2,1,39,-38
3/27/2020,ID-KI,Kalimantan Timur,0,0,0,0,8,0,2,6
3/27/2020,ID-KR,Kepulauan Riau,0,0,0,0,1,1,0,0
3/27/2020,ID-LA,Lampung,1,0,0,1,3,1,0,2
3/27/2020,ID-MA,Maluku,0,0,0,0,1,0,0,1
3/27/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,2,-1
3/27/2020,ID-PA,Papua,0,0,0,0,6,1,1,4
3/27/2020,ID-PB,Papua Barat,2,0,0,2,2,1,0,1
3/27/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/27/2020,ID-SN,Sulawesi Selatan,2,0,0,2,29,1,1,27
3/27/2020,ID-ST,Sulawesi Tengah,0,0,0,0,1,0,0,1
3/27/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3
3/27/2020,ID-SA,Sulawesi Utara,0,0,0,0,1,0,1,0
3/27/2020,ID-SB,Sumatera Barat,2,0,0,2,5,0,1,4
3/27/2020,ID-SS,Sumatera Selatan,0,0,0,0,1,2,1,-2
3/27/2020,ID-SU,Sumatera Utara,0,1,0,-1,1,2,0,-1
3/28/2020,ID-AC,Aceh,1,0,0,1,5,0,0,5
3/28/2020,ID-BA,Bali,0,0,0,0,2,2,3,-3
3/28/2020,ID-BT,Banten,10,2,7,1,41,23,141,-123
3/28/2020,ID-JK,DKI Jakarta,48,9,9,30,279,79,78,122
3/28/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,4,2,2,0
3/28/2020,IDN,Indonesia,109,15,13,81,1155,102,59,994
3/28/2020,ID-JA,Jambi,0,0,0,0,1,0,0,1
3/28/2020,ID-JB,Jawa Barat,19,3,1,15,106,24,22,60
3/28/2020,ID-JT,Jawa Tengah,15,2,2,11,75,16,20,39
3/28/2020,ID-JI,Jawa Timur,14,2,2,10,97,40,218,-161
3/28/2020,ID-KT,Kalimantan Tengah,1,0,0,1,3,1,39,-37
3/28/2020,ID-KI,Kalimantan Timur,5,0,0,5,13,0,2,11
3/28/2020,ID-KU,Kalimantan Utara,2,0,0,2,2,0,0,2
3/28/2020,ID-KR,Kepulauan Riau,1,0,2,-1,2,1,2,-1
3/28/2020,ID-LA,Lampung,0,0,0,0,3,1,0,2
3/28/2020,ID-MA,Maluku,0,0,0,0,1,0,0,1
3/28/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,2,-1
3/28/2020,ID-PA,Papua,0,0,0,0,6,1,1,4
3/28/2020,ID-PB,Papua Barat,0,0,0,0,2,1,0,1
3/28/2020,ID-RI,Riau,0,0,0,0,2,0,3,-1
3/28/2020,ID-SR,Sulawesi Barat,1,0,0,1,1,0,0,1
3/28/2020,ID-SN,Sulawesi Selatan,3,0,0,3,32,1,1,30
3/28/2020,ID-ST,Sulawesi Tengah,1,0,0,1,2,0,0,2
3/28/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3
3/28/2020,ID-SA,Sulawesi Utara,0,0,0,0,1,0,1,0
3/28/2020,ID-SB,Sumatera Barat,0,0,0,0,5,0,1,4
3/28/2020,ID-SS,Sumatera Selatan,1,0,0,1,2,2,1,-1
3/28/2020,ID-SU,Sumatera Utara,0,0,0,0,1,2,0,-1
3/29/2020,ID-AC,Aceh,0,0,0,0,5,0,0,5
3/29/2020,ID-BA,Bali,1,0,0,1,3,2,3,-2
3/29/2020,ID-BT,Banten,2,2,2,-2,43,25,143,-125
3/29/2020,ID-JK,DKI Jakarta,52,10,0,42,331,89,78,164
3/29/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,0,0,4,2,2,0
3/29/2020,IDN,Indonesia,130,12,5,113,1285,114,64,1107
3/29/2020,ID-JA,Jambi,0,0,0,0,1,0,0,1
3/29/2020,ID-JB,Jawa Barat,27,3,3,21,133,27,25,81
3/29/2020,ID-JT,Jawa Tengah,11,3,0,8,86,19,20,47
3/29/2020,ID-JI,Jawa Timur,12,1,28,-17,109,41,246,-178
3/29/2020,ID-KB,Kalimantan Barat,7,0,2,5,7,2,5,0
3/29/2020,ID-KT,Kalimantan Tengah,0,0,0,0,3,1,39,-37
3/29/2020,ID-KI,Kalimantan Timur,0,0,0,0,13,0,2,11
3/29/2020,ID-KU,Kalimantan Utara,0,0,0,0,2,0,0,2
3/29/2020,ID-KR,Kepulauan Riau,0,0,0,0,2,1,2,-1
3/29/2020,ID-LA,Lampung,0,0,0,0,3,1,0,2
3/29/2020,ID-MA,Maluku,0,0,0,0,1,0,0,1
3/29/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,2,-1
3/29/2020,ID-PA,Papua,2,0,0,2,8,1,1,6
3/29/2020,ID-PB,Papua Barat,0,0,0,0,2,1,0,1
3/29/2020,ID-RI,Riau,1,0,0,1,3,0,3,0
3/29/2020,ID-SR,Sulawesi Barat,0,0,0,0,1,0,0,1
3/29/2020,ID-SN,Sulawesi Selatan,15,0,0,15,47,1,1,45
3/29/2020,ID-ST,Sulawesi Tengah,0,0,0,0,2,0,0,2
3/29/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3
3/29/2020,ID-SA,Sulawesi Utara,0,0,0,0,1,0,1,0
3/29/2020,ID-SB,Sumatera Barat,0,0,0,0,5,0,1,4
3/29/2020,ID-SS,Sumatera Selatan,0,0,0,0,2,2,1,-1
3/29/2020,ID-SU,Sumatera Utara,0,0,0,0,1,2,0,-1
3/30/2020,ID-AC,Aceh,0,0,0,0,5,0,0,5
3/30/2020,ID-BA,Bali,9,0,0,9,12,2,3,7
3/30/2020,ID-BT,Banten,22,0,3,19,65,25,146,-106
3/30/2020,ID-JK,DKI Jakarta,33,7,0,26,364,96,78,190
3/30/2020,ID-YO,Daerah Istimewa Yogyakarta,2,0,1,1,6,2,3,1
3/30/2020,IDN,Indonesia,129,8,11,110,1414,122,75,1217
3/30/2020,ID-JA,Jambi,1,0,0,1,2,0,0,2
3/30/2020,ID-JB,Jawa Barat,19,3,5,11,152,30,30,92
3/30/2020,ID-JT,Jawa Tengah,17,1,1,15,103,20,21,62
3/30/2020,ID-JI,Jawa Timur,7,2,0,5,116,43,246,-173
3/30/2020,ID-KB,Kalimantan Barat,1,0,0,1,8,2,5,1
3/30/2020,ID-KS,Kalimantan Selatan,5,0,0,5,5,0,0,5
3/30/2020,ID-KT,Kalimantan Tengah,0,0,0,0,3,1,39,-37
3/30/2020,ID-KI,Kalimantan Timur,0,0,0,0,13,0,2,11
3/30/2020,ID-KU,Kalimantan Utara,0,0,0,0,2,0,0,2
3/30/2020,ID-BB,Kepulauan Bangka Belitung,1,0,0,1,1,0,0,1
3/30/2020,ID-KR,Kepulauan Riau,2,2,0,0,4,3,2,-1
3/30/2020,ID-LA,Lampung,4,1,0,3,7,2,0,5
3/30/2020,ID-MA,Maluku,0,0,0,0,1,0,0,1
3/30/2020,ID-MU,Maluku Utara,0,0,0,0,1,0,2,-1
3/30/2020,ID-PA,Papua,0,0,0,0,8,1,1,6
3/30/2020,ID-PB,Papua Barat,0,0,0,0,2,1,0,1
3/30/2020,ID-RI,Riau,1,0,0,1,4,0,3,1
3/30/2020,ID-SR,Sulawesi Barat,0,0,0,0,1,0,0,1
3/30/2020,ID-SN,Sulawesi Selatan,4,2,0,2,51,3,1,47
3/30/2020,ID-ST,Sulawesi Tengah,0,0,0,0,2,0,0,2
3/30/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,3,0,0,3
