Date,Location ISO Code,Location,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases
5/30/2020,ID-KS,Kalimantan Selatan,3,0,2,1,891,79,100,712
5/30/2020,ID-KT,Kalimantan Tengah,31,2,6,23,394,19,165,210
5/30/2020,ID-KI,Kalimantan Timur,6,0,18,-12,291,3,162,126
5/30/2020,ID-KU,Kalimantan Utara,0,0,0,0,165,2,72,91
5/30/2020,ID-BB,Kepulauan Bangka Belitung,3,0,0,3,46,1,28,17
5/30/2020,ID-KR,Kepulauan Riau,18,0,0,18,195,15,105,75
5/30/2020,ID-LA,Lampung,1,0,11,-10,133,12,65,56
5/30/2020,ID-MA,Maluku,0,0,1,-1,215,8,36,171
5/30/2020,ID-MU,Maluku Utara,7,0,6,1,146,7,29,110
5/30/2020,ID-NB,Nusa Tenggara Barat,4,0,3,1,594,10,278,306
5/30/2020,ID-NT,Nusa Tenggara Timur,1,0,0,1,91,1,13,77
5/30/2020,ID-PA,Papua,18,0,0,18,654,7,70,577
5/30/2020,ID-PB,Papua Barat,4,0,7,-3,162,2,49,111
5/30/2020,ID-RI,Riau,0,0,1,-1,120,6,90,24
5/30/2020,ID-SR,Sulawesi Barat,0,0,0,0,88,2,34,52
5/30/2020,ID-SN,Sulawesi Selatan,40,1,31,8,1503,69,564,870
5/30/2020,ID-ST,Sulawesi Tengah,0,0,0,0,126,4,52,70
5/30/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,241,4,112,125
5/30/2020,ID-SA,Sulawesi Utara,16,0,1,15,322,35,40,247
5/30/2020,ID-SB,Sumatera Barat,11,0,6,5,552,26,260,266
5/30/2020,ID-SS,Sumatera Selatan,11,4,66,-59,962,36,202,724
5/30/2020,ID-SU,Sumatera Utara,6,4,5,-3,406,42,123,241
5/31/2020,ID-AC,Aceh,0,0,0,0,20,1,17,2
5/31/2020,ID-BA,Bali,10,0,0,10,461,3,208,250
5/31/2020,ID-BT,Banten,3,0,0,3,819,73,623,123
5/31/2020,ID-BE,Bengkulu,5,0,0,5,91,3,23,65
5/31/2020,ID-JK,DKI Jakarta,113,1,70,42,7053,495,2014,4544
5/31/2020,ID-YO,Daerah Istimewa Yogyakarta,3,0,7,-4,235,8,170,57
5/31/2020,ID-GO,Gorontalo,25,1,3,21,95,6,30,59
5/31/2020,IDN,Indonesia,700,40,293,367,26473,1613,7308,17552
5/31/2020,ID-JA,Jambi,0,0,0,0,97,0,15,82
5/31/2020,ID-JB,Jawa Barat,10,0,4,6,2598,154,788,1656
5/31/2020,ID-JT,Jawa Tengah,45,0,10,35,1879,98,632,1149
5/31/2020,ID-JI,Jawa Timur,232,16,203,13,4865,582,2080,2203
5/31/2020,ID-KB,Kalimantan Barat,5,0,5,0,189,4,54,131
5/31/2020,ID-KS,Kalimantan Selatan,26,6,0,20,917,85,100,732
5/31/2020,ID-KT,Kalimantan Tengah,12,0,0,12,406,19,165,222
5/31/2020,ID-KI,Kalimantan Timur,4,0,11,-7,295,3,173,119
5/31/2020,ID-KU,Kalimantan Utara,0,0,0,0,165,2,72,91
5/31/2020,ID-BB,Kepulauan Bangka Belitung,1,0,1,0,47,1,29,17
5/31/2020,ID-KR,Kepulauan Riau,0,1,0,-1,195,16,105,74
5/31/2020,ID-LA,Lampung,1,0,4,-3,134,12,69,53
5/31/2020,ID-MA,Maluku,8,0,0,8,223,8,36,179
5/31/2020,ID-MU,Maluku Utara,7,3,0,4,153,10,29,114
5/31/2020,ID-NB,Nusa Tenggara Barat,42,0,12,30,636,10,290,336
5/31/2020,ID-NT,Nusa Tenggara Timur,1,0,2,-1,92,1,15,76
5/31/2020,ID-PA,Papua,17,0,0,17,671,7,70,594
5/31/2020,ID-PB,Papua Barat,6,0,6,0,168,2,55,111
5/31/2020,ID-RI,Riau,0,0,3,-3,120,6,93,21
5/31/2020,ID-SR,Sulawesi Barat,4,0,7,-3,92,2,41,49
5/31/2020,ID-SN,Sulawesi Selatan,32,2,32,-2,1535,71,596,868
5/31/2020,ID-ST,Sulawesi Tengah,2,0,9,-7,128,4,61,63
5/31/2020,ID-SG,Sulawesi Tenggara,3,0,9,-6,244,4,121,119
5/31/2020,ID-SA,Sulawesi Utara,17,2,11,4,339,37,51,251
5/31/2020,ID-SB,Sumatera Barat,15,0,9,6,567,26,269,272
5/31/2020,ID-SS,Sumatera Selatan,19,0,11,8,981,36,213,732
5/31/2020,ID-SU,Sumatera Utara,3,0,23,-20,409,42,146,221
6/1/2020,ID-AC,Aceh,0,0,0,0,20,1,17,2
6/1/2020,ID-BA,Bali,17,1,4,12,478,4,212,262
6/1/2020,ID-BT,Banten,7,1,11,-5,826,74,634,118
6/1/2020,ID-BE,Bengkulu,0,0,3,-3,91,3,26,62
6/1/2020,ID-JK,DKI Jakarta,157,2,185,-30,7210,497,2199,4514
6/1/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,0,1,236,8,170,58
6/1/2020,ID-GO,Gorontalo,0,0,0,0,95,6,30,59
6/1/2020,IDN,Indonesia,467,28,329,110,26940,1641,7637,17662
6/1/2020,ID-JA,Jambi,0,0,5,-5,97,0,20,77
6/1/2020,ID-JB,Jawa Barat,8,0,4,4,2606,154,792,1660
6/1/2020,ID-JT,Jawa Tengah,27,2,11,14,1906,100,643,1163
6/1/2020,ID-JI,Jawa Timur,95,16,96,-17,4960,598,2176,2186
6/1/2020,ID-KB,Kalimantan Barat,7,0,3,4,196,4,57,135
6/1/2020,ID-KS,Kalimantan Selatan,29,1,0,28,946,86,100,760
6/1/2020,ID-KT,Kalimantan Tengah,9,0,1,8,415,19,166,230
6/1/2020,ID-KI,Kalimantan Timur,2,0,3,-1,297,3,176,118
6/1/2020,ID-KU,Kalimantan Utara,0,0,8,-8,165,2,80,83
6/1/2020,ID-BB,Kepulauan Bangka Belitung,0,0,0,0,47,1,29,17
6/1/2020,ID-KR,Kepulauan Riau,0,0,0,0,195,16,105,74
6/1/2020,ID-LA,Lampung,2,0,5,-3,136,12,74,50
6/1/2020,ID-MA,Maluku,0,0,0,0,223,8,36,179
6/1/2020,ID-MU,Maluku Utara,7,3,2,2,160,13,31,116
6/1/2020,ID-NB,Nusa Tenggara Barat,16,0,1,15,652,10,291,351
6/1/2020,ID-NT,Nusa Tenggara Timur,5,0,0,5,97,1,15,81
6/1/2020,ID-PA,Papua,41,0,0,41,712,7,70,635
6/1/2020,ID-PB,Papua Barat,0,0,0,0,168,2,55,111
6/1/2020,ID-RI,Riau,0,0,1,-1,120,6,94,20
6/1/2020,ID-SR,Sulawesi Barat,0,0,0,0,92,2,41,49
6/1/2020,ID-SN,Sulawesi Selatan,45,1,30,14,1580,72,626,882
6/1/2020,ID-ST,Sulawesi Tengah,0,0,0,0,128,4,61,63
6/1/2020,ID-SG,Sulawesi Tenggara,0,0,0,0,244,4,121,119
6/1/2020,ID-SA,Sulawesi Utara,0,1,1,-2,339,38,52,249
6/1/2020,ID-SB,Sumatera Barat,0,0,2,-2,567,26,271,270
6/1/2020,ID-SS,Sumatera Selatan,12,0,9,3,993,36,222,735
6/1/2020,ID-SU,Sumatera Utara,8,0,3,5,417,42,149,226
6/2/2020,ID-AC,Aceh,0,0,0,0,20,1,17,2
6/2/2020,ID-BA,Bali,5,0,1,4,483,4,213,266
6/2/2020,ID-BT,Banten,14,0,21,-7,840,74,655,111
6/2/2020,ID-BE,Bengkulu,1,0,0,1,92,3,26,63
6/2/2020,ID-JK,DKI Jakarta,59,0,120,-61,7269,497,2319,4453
6/2/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,1,-1,236,8,171,57
6/2/2020,ID-GO,Gorontalo,14,0,3,11,109,6,33,70
6/2/2020,IDN,Indonesia,609,22,298,289,27549,1663,7935,17951
6/2/2020,ID-JA,Jambi,0,0,0,0,97,0,20,77
6/2/2020,ID-JB,Jawa Barat,26,4,45,-23,2632,158,837,1637
6/2/2020,ID-JT,Jawa Tengah,36,0,13,23,1942,100,656,1186
6/2/2020,ID-JI,Jawa Timur,171,19,298,-146,5131,617,2474,2040
6/2/2020,ID-KB,Kalimantan Barat,0,0,0,0,196,4,57,135
6/2/2020,ID-KS,Kalimantan Selatan,21,3,2,16,967,89,102,776
6/2/2020,ID-KT,Kalimantan Tengah,9,1,17,-9,424,20,183,221
6/2/2020,ID-KI,Kalimantan Timur,1,0,1,0,298,3,177,118
6/2/2020,ID-KU,Kalimantan Utara,0,0,2,-2,165,2,82,81
6/2/2020,ID-BB,Kepulauan Bangka Belitung,4,0,1,3,51,1,30,20
6/2/2020,ID-KR,Kepulauan Riau,12,0,0,12,207,16,105,86
6/2/2020,ID-LA,Lampung,0,0,6,-6,136,12,80,44
6/2/2020,ID-MA,Maluku,0,0,19,-19,223,8,55,160
6/2/2020,ID-MU,Maluku Utara,14,1,0,13,174,14,31,129
6/2/2020,ID-NB,Nusa Tenggara Barat,18,2,0,16,670,12,291,367
6/2/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,97,1,15,81
6/2/2020,ID-PA,Papua,99,1,10,88,811,8,80,723
6/2/2020,ID-PB,Papua Barat,4,0,0,4,172,2,55,115
6/2/2020,ID-RI,Riau,0,0,3,-3,120,6,97,17
6/2/2020,ID-SR,Sulawesi Barat,0,0,8,-8,92,2,49,41
6/2/2020,ID-SN,Sulawesi Selatan,42,0,0,42,1622,72,626,924
6/2/2020,ID-ST,Sulawesi Tengah,0,0,0,0,128,4,61,63
6/2/2020,ID-SG,Sulawesi Tenggara,0,0,3,-3,244,4,124,116
6/2/2020,ID-SA,Sulawesi Utara,15,1,0,14,354,39,52,263
6/2/2020,ID-SB,Sumatera Barat,7,0,5,2,574,26,276,272
6/2/2020,ID-SS,Sumatera Selatan,26,0,2,24,1019,36,224,759
6/2/2020,ID-SU,Sumatera Utara,1,0,2,-1,418,42,151,225
6/3/2020,ID-AC,Aceh,0,0,1,-1,20,1,18,1
6/3/2020,ID-BA,Bali,3,0,3,0,486,4,216,266
6/3/2020,ID-BT,Banten,71,0,25,46,911,74,680,157
6/3/2020,ID-BE,Bengkulu,0,0,0,0,92,3,26,63
6/3/2020,ID-JK,DKI Jakarta,91,5,181,-95,7360,502,2500,4358
6/3/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,1,-1,236,8,172,56
6/3/2020,ID-GO,Gorontalo,10,0,0,10,119,6,33,80
6/3/2020,IDN,Indonesia,684,35,471,178,28233,1698,8406,18129
6/3/2020,ID-JA,Jambi,0,0,7,-7,97,0,27,70
6/3/2020,ID-JB,Jawa Barat,3,3,43,-43,2635,161,880,1594
6/3/2020,ID-JT,Jawa Tengah,40,4,11,25,1982,104,667,1211
6/3/2020,ID-JI,Jawa Timur,173,13,304,-144,5304,630,2778,1896
6/3/2020,ID-KB,Kalimantan Barat,6,0,24,-18,202,4,81,117
6/3/2020,ID-KS,Kalimantan Selatan,64,3,0,61,1031,92,102,837
6/3/2020,ID-KT,Kalimantan Tengah,28,4,7,17,452,24,190,238
6/3/2020,ID-KI,Kalimantan Timur,12,0,2,10,310,3,179,128
6/3/2020,ID-KU,Kalimantan Utara,0,0,7,-7,165,2,89,74
6/3/2020,ID-BB,Kepulauan Bangka Belitung,12,0,3,9,63,1,33,29
6/3/2020,ID-KR,Kepulauan Riau,0,0,1,-1,207,16,106,85
6/3/2020,ID-LA,Lampung,0,0,4,-4,136,12,84,40
6/3/2020,ID-MA,Maluku,15,0,0,15,238,8,55,175
6/3/2020,ID-MU,Maluku Utara,2,1,1,0,176,15,32,129
6/3/2020,ID-NB,Nusa Tenggara Barat,15,1,5,9,685,13,296,376
6/3/2020,ID-NT,Nusa Tenggara Timur,1,0,0,1,98,1,15,82
6/3/2020,ID-PA,Papua,46,0,0,46,857,8,80,769
6/3/2020,ID-PB,Papua Barat,0,0,0,0,172,2,55,115
6/3/2020,ID-RI,Riau,0,0,4,-4,120,6,101,13
6/3/2020,ID-SR,Sulawesi Barat,0,0,0,0,92,2,49,41
6/3/2020,ID-SN,Sulawesi Selatan,37,0,11,26,1659,72,637,950
6/3/2020,ID-ST,Sulawesi Tengah,1,0,3,-2,129,4,64,61
6/3/2020,ID-SG,Sulawesi Tenggara,7,0,7,0,251,4,131,116
6/3/2020,ID-SA,Sulawesi Utara,23,4,4,15,377,43,56,278
6/3/2020,ID-SB,Sumatera Barat,9,0,5,4,583,26,281,276
6/3/2020,ID-SS,Sumatera Selatan,10,0,22,-12,1029,36,246,747
6/3/2020,ID-SU,Sumatera Utara,26,2,9,15,444,44,160,240
6/4/2020,ID-AC,Aceh,0,0,0,0,20,1,18,1
6/4/2020,ID-BA,Bali,20,0,8,12,506,4,224,278
6/4/2020,ID-BT,Banten,10,0,11,-1,921,74,691,156
6/4/2020,ID-BE,Bengkulu,0,0,0,0,92,3,26,63
6/4/2020,ID-JK,DKI Jakarta,109,0,21,88,7469,502,2521,4446
6/4/2020,ID-YO,Daerah Istimewa Yogyakarta,0,0,3,-3,236,8,175,53
6/4/2020,ID-GO,Gorontalo,3,0,1,2,122,6,34,82
6/4/2020,IDN,Indonesia,585,23,486,76,28818,1721,8892,18205
6/4/2020,ID-JA,Jambi,2,0,0,2,99,0,27,72
6/4/2020,ID-JB,Jawa Barat,11,1,26,-16,2646,162,906,1578
6/4/2020,ID-JT,Jawa Tengah,46,4,16,26,2028,108,683,1237
6/4/2020,ID-JI,Jawa Timur,107,15,179,-87,5411,645,2957,1809
6/4/2020,ID-KB,Kalimantan Barat,0,0,15,-15,202,4,96,102
6/4/2020,ID-KS,Kalimantan Selatan,109,0,3,106,1140,92,105,943
6/4/2020,ID-KT,Kalimantan Tengah,13,0,0,13,465,24,190,251
6/4/2020,ID-KI,Kalimantan Timur,6,0,7,-1,316,3,186,127
6/4/2020,ID-KU,Kalimantan Utara,0,0,0,0,165,2,89,74
6/4/2020,ID-BB,Kepulauan Bangka Belitung,10,0,2,8,73,1,35,37
6/4/2020,ID-KR,Kepulauan Riau,11,0,1,10,218,16,107,95
6/4/2020,ID-LA,Lampung,4,0,3,1,140,12,87,41
6/4/2020,ID-MA,Maluku,0,0,7,-7,238,8,62,168
6/4/2020,ID-MU,Maluku Utara,1,2,0,-1,177,17,32,128
6/4/2020,ID-NB,Nusa Tenggara Barat,20,4,2,14,705,17,298,390
6/4/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,98,1,15,82
6/4/2020,ID-PA,Papua,17,0,0,17,874,8,80,786
6/4/2020,ID-PB,Papua Barat,1,0,2,-1,173,2,57,114
6/4/2020,ID-RI,Riau,0,0,2,-2,120,6,103,11
6/4/2020,ID-SR,Sulawesi Barat,0,0,0,0,92,2,49,41
6/4/2020,ID-SN,Sulawesi Selatan,54,4,3,47,1713,76,640,997
6/4/2020,ID-ST,Sulawesi Tengah,0,0,6,-6,129,4,70,55
6/4/2020,ID-SG,Sulawesi Tenggara,1,1,0,0,252,5,131,116
6/4/2020,ID-SA,Sulawesi Utara,4,1,6,-3,381,44,62,275
6/4/2020,ID-SB,Sumatera Barat,11,0,35,-24,594,26,316,252
6/4/2020,ID-SS,Sumatera Selatan,27,3,17,7,1056,39,263,754
6/4/2020,ID-SU,Sumatera Utara,44,1,7,36,488,45,167,276
6/5/2020,ID-AC,Aceh,0,0,0,0,20,1,18,1
6/5/2020,ID-BA,Bali,14,0,4,10,520,4,228,288
6/5/2020,ID-BT,Banten,24,1,25,-2,945,75,716,154
6/5/2020,ID-BE,Bengkulu,0,1,0,-1,92,4,26,62
6/5/2020,ID-JK,DKI Jakarta,70,1,138,-69,7539,503,2659,4377
6/5/2020,ID-YO,Daerah Istimewa Yogyakarta,1,0,6,-5,237,8,181,48
6/5/2020,ID-GO,Gorontalo,0,0,4,-4,122,6,38,78
6/5/2020,IDN,Indonesia,703,49,551,103,29521,1770,9443,18308
6/5/2020,ID-JA,Jambi,2,0,0,2,101,0,27,74
6/5/2020,ID-JB,Jawa Barat,22,1,37,-16,2668,163,943,1562
6/5/2020,ID-JT,Jawa Tengah,77,9,42,26,2105,117,725,1263
6/5/2020,ID-JI,Jawa Timur,144,22,172,-50,5555,667,3129,1759
6/5/2020,ID-KB,Kalimantan Barat,3,0,15,-12,205,4,111,90
6/5/2020,ID-KS,Kalimantan Selatan,71,2,0,69,1211,94,105,1012
6/5/2020,ID-KT,Kalimantan Tengah,15,2,0,13,480,26,190,264
6/5/2020,ID-KI,Kalimantan Timur,1,0,0,1,317,3,186,128
6/5/2020,ID-KU,Kalimantan Utara,2,0,5,-3,167,2,94,71
6/5/2020,ID-BB,Kepulauan Bangka Belitung,9,0,0,9,82,1,35,46
6/5/2020,ID-KR,Kepulauan Riau,3,0,11,-8,221,16,118,87
6/5/2020,ID-LA,Lampung,1,0,11,-10,141,12,98,31
6/5/2020,ID-MA,Maluku,16,0,2,14,254,8,64,182
6/5/2020,ID-MU,Maluku Utara,1,0,0,1,178,17,32,129
6/5/2020,ID-NB,Nusa Tenggara Barat,52,3,0,49,757,20,298,439
6/5/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,98,1,15,82
6/5/2020,ID-PA,Papua,42,0,0,42,916,8,80,828
6/5/2020,ID-PB,Papua Barat,2,0,17,-15,175,2,74,99
6/5/2020,ID-RI,Riau,0,0,2,-2,120,6,105,9
6/5/2020,ID-SR,Sulawesi Barat,0,0,1,-1,92,2,50,40
6/5/2020,ID-SN,Sulawesi Selatan,53,14,34,5,1766,90,674,1002
6/5/2020,ID-ST,Sulawesi Tengah,7,0,8,-1,136,4,78,54
6/5/2020,ID-SG,Sulawesi Tenggara,5,0,10,-5,257,5,141,111
6/5/2020,ID-SA,Sulawesi Utara,10,1,0,9,391,45,62,284
6/5/2020,ID-SB,Sumatera Barat,13,1,21,-9,607,27,337,243
6/5/2020,ID-SS,Sumatera Selatan,17,3,19,-5,1073,42,282,749
6/5/2020,ID-SU,Sumatera Utara,48,1,5,42,536,46,172,318
6/6/2020,ID-AC,Aceh,0,0,0,0,20,1,18,1
6/6/2020,ID-BA,Bali,33,0,1,32,553,4,229,320
6/6/2020,ID-BT,Banten,36,1,6,29,981,76,722,183
6/6/2020,ID-BE,Bengkulu,0,0,12,-12,92,4,38,50
6/6/2020,ID-JK,DKI Jakarta,117,0,86,31,7656,503,2745,4408
6/6/2020,ID-YO,Daerah Istimewa Yogyakarta,4,0,5,-1,241,8,186,47
6/6/2020,ID-GO,Gorontalo,5,0,21,-16,127,6,59,62
6/6/2020,IDN,Indonesia,993,31,464,498,30514,1801,9907,18806
6/6/2020,ID-JA,Jambi,2,0,0,2,103,0,27,76
6/6/2020,ID-JB,Jawa Barat,8,0,17,-9,2676,163,960,1553
6/6/2020,ID-JT,Jawa Tengah,63,2,22,39,2168,119,747,1302
6/6/2020,ID-JI,Jawa Timur,84,19,117,-52,5639,686,3246,1707
6/6/2020,ID-KB,Kalimantan Barat,5,0,5,0,210,4,116,90
6/6/2020,ID-KS,Kalimantan Selatan,33,2,4,27,1244,96,109,1039
6/6/2020,ID-KT,Kalimantan Tengah,15,0,0,15,495,26,190,279
6/6/2020,ID-KI,Kalimantan Timur,10,0,22,-12,327,3,208,116
6/6/2020,ID-KU,Kalimantan Utara,1,0,14,-13,168,2,108,58
6/6/2020,ID-BB,Kepulauan Bangka Belitung,17,0,1,16,99,1,36,62
6/6/2020,ID-KR,Kepulauan Riau,4,0,5,-1,225,16,123,86
6/6/2020,ID-LA,Lampung,2,0,3,-1,143,12,101,30
6/6/2020,ID-MA,Maluku,7,0,3,4,261,8,67,186
6/6/2020,ID-MU,Maluku Utara,7,0,3,4,185,17,35,133
6/6/2020,ID-NB,Nusa Tenggara Barat,41,1,12,28,798,21,310,467
6/6/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,98,1,15,82
6/6/2020,ID-PA,Papua,86,0,0,86,1002,8,80,914
6/6/2020,ID-PB,Papua Barat,3,0,0,3,178,2,74,102
6/6/2020,ID-RI,Riau,1,0,0,1,121,6,105,10
6/6/2020,ID-SR,Sulawesi Barat,0,0,8,-8,92,2,58,32
6/6/2020,ID-SN,Sulawesi Selatan,65,0,0,65,1831,90,674,1067
6/6/2020,ID-ST,Sulawesi Tengah,3,0,9,-6,139,4,87,48
6/6/2020,ID-SG,Sulawesi Tenggara,0,0,3,-3,257,5,144,108
6/6/2020,ID-SA,Sulawesi Utara,79,1,0,78,470,46,62,362
6/6/2020,ID-SB,Sumatera Barat,11,0,3,8,618,27,340,251
6/6/2020,ID-SS,Sumatera Selatan,28,1,14,13,1101,43,296,762
6/6/2020,ID-SU,Sumatera Utara,67,0,7,60,603,46,179,378
6/7/2020,ID-AC,Aceh,0,0,0,0,20,1,18,1
6/7/2020,ID-BA,Bali,25,0,1,24,578,4,230,344
6/7/2020,ID-BT,Banten,10,1,2,7,991,77,724,190
6/7/2020,ID-BE,Bengkulu,0,0,3,-3,92,4,41,47
6/7/2020,ID-JK,DKI Jakarta,168,4,287,-123,7824,507,3032,4285
6/7/2020,ID-YO,Daerah Istimewa Yogyakarta,2,0,2,0,243,8,188,47
6/7/2020,ID-GO,Gorontalo,8,0,4,4,135,6,63,66
6/7/2020,IDN,Indonesia,672,50,591,31,31186,1851,10498,18837
6/7/2020,ID-JA,Jambi,0,0,0,0,103,0,27,76
6/7/2020,ID-JB,Jawa Barat,34,0,18,16,2710,163,978,1569
6/7/2020,ID-JT,Jawa Tengah,82,22,17,43,2250,141,764,1345
6/7/2020,ID-JI,Jawa Timur,270,18,147,105,5909,704,3393,1812
6/7/2020,ID-KB,Kalimantan Barat,0,0,0,0,210,4,116,90
6/7/2020,ID-KS,Kalimantan Selatan,38,3,0,35,1282,99,109,1074
6/7/2020,ID-KT,Kalimantan Tengah,1,0,10,-9,496,26,200,270
6/7/2020,ID-KI,Kalimantan Timur,2,0,4,-2,329,3,212,114
6/7/2020,ID-KU,Kalimantan Utara,1,0,11,-10,169,2,119,48
6/7/2020,ID-BB,Kepulauan Bangka Belitung,4,0,1,3,103,1,37,65
6/7/2020,ID-KR,Kepulauan Riau,1,0,0,1,226,16,123,87
6/7/2020,ID-LA,Lampung,1,0,1,0,144,12,102,30
6/7/2020,ID-MA,Maluku,8,0,0,8,269,8,67,194
6/7/2020,ID-MU,Maluku Utara,1,0,0,1,186,17,35,134
6/7/2020,ID-NB,Nusa Tenggara Barat,10,0,14,-4,808,21,324,463
6/7/2020,ID-NT,Nusa Tenggara Timur,0,0,0,0,98,1,15,82
6/7/2020,ID-PA,Papua,54,0,0,54,1056,8,80,968
6/7/2020,ID-PB,Papua Barat,1,0,0,1,179,2,74,103
6/7/2020,ID-RI,Riau,0,0,0,0,121,6,105,10
6/7/2020,ID-SR,Sulawesi Barat,2,0,3,-1,94,2,61,31
6/7/2020,ID-SN,Sulawesi Selatan,64,0,0,64,1895,90,674,1131
6/7/2020,ID-ST,Sulawesi Tengah,20,0,7,13,159,4,94,61
6/7/2020,ID-SG,Sulawesi Tenggara,2,0,10,-8,259,5,154,100
6/7/2020,ID-SA,Sulawesi Utara,25,5,2,18,495,51,64,380
6/7/2020,ID-SB,Sumatera Barat,8,0,4,4,626,27,344,255
6/7/2020,ID-SS,Sumatera Selatan,25,0,48,-23,1126,43,344,739
6/7/2020,ID-SU,Sumatera Utara,0,0,0,0,603,46,179,378
6/8/2020,ID-AC,Aceh,0,0,0,0,20,1,18,1
6/8/2020,ID-BA,Bali,12,0,3,9,590,4,233,353
6/8/2020,ID-BT,Banten,11,1,5,5,1002,78,729,195
6/8/2020,ID-BE,Bengkulu,0,0,0,0,92,4,41,47
6/8/2020,ID-JK,DKI Jakarta,90,0,75,15,7914,507,3107,4300
6/8/2020,ID-YO,Daerah Istimewa Yogyakarta,3,0,7,-4,246,8,195,43
6/8/2020,ID-GO,Gorontalo,0,1,4,-5,135,7,67,61
6/8/2020,IDN,Indonesia,847,32,406,409,32033,1883,10904,19246
6/8/2020,ID-JA,Jambi,0,0,0,0,103,0,27,76
6/8/2020,ID-JB,Jawa Barat,26,3,81,-58,2736,166,1059,1511
6/8/2020,ID-JT,Jawa Tengah,100,5,53,42,2350,146,817,1387
6/8/2020,ID-JI,Jawa Timur,319,20,161,138,6228,724,3554,1950
6/8/2020,ID-KB,Kalimantan Barat,0,0,3,-3,210,4,119,87
6/8/2020,ID-KS,Kalimantan Selatan,62,0,9,53,1344,99,118,1127
6/8/2020,ID-KT,Kalimantan Tengah,8,2,2,4,504,28,202,274
6/8/2020,ID-KI,Kalimantan Timur,9,0,3,6,338,3,215,120
6/8/2020,ID-KU,Kalimantan Utara,0,0,10,-10,169,2,129,38
6/8/2020,ID-BB,Kepulauan Bangka Belitung,0,0,1,-1,103,1,38,64
6/8/2020,ID-KR,Kepulauan Riau,1,0,3,-2,227,16,126,85
6/8/2020,ID-LA,Lampung,1,0,3,-2,145,12,105,28
6/8/2020,ID-MA,Maluku,38,0,13,25,307,8,80,219
6/8/2020,ID-MU,Maluku Utara,0,0,0,0,186,17,35,134
6/8/2020,ID-NB,Nusa Tenggara Barat,14,1,0,13,822,22,324,476
6/8/2020,ID-NT,Nusa Tenggara Timur,5,0,16,-11,103,1,31,71
6/8/2020,ID-PA,Papua,22,0,0,22,1078,8,80,990
6/8/2020,ID-PB,Papua Barat,0,0,0,0,179,2,74,103
6/8/2020,ID-RI,Riau,0,0,6,-6,121,6,111,4
6/8/2020,ID-SR,Sulawesi Barat,0,0,1,-1,94,2,62,30
6/8/2020,ID-SN,Sulawesi Selatan,109,0,0,109,2004,90,674,1240
6/8/2020,ID-ST,Sulawesi Tengah,0,0,0,0,159,4,94,61
6/8/2020,ID-SG,Sulawesi Tenggara,0,0,1,-1,259,5,155,99
6/8/2020,ID-SA,Sulawesi Utara,15,3,9,3,510,54,73,383
6/8/2020,ID-SB,Sumatera Barat,0,0,11,-11,626,27,355,244
6/8/2020,ID-SS,Sumatera Selatan,27,0,47,-20,1153,43,391,719
6/8/2020,ID-SU,Sumatera Utara,2,2,10,-10,605,48,189,368
6/9/2020,ID-AC,Aceh,0,0,0,0,20,1,18,1
6/9/2020,ID-BA,Bali,14,0,12,2,604,4,245,355
6/9/2020,ID-BT,Banten,16,1,8,7,1018,79,737,202
6/9/2020,ID-BE,Bengkulu,0,0,6,-6,92,4,47,41
6/9/2020,ID-JK,DKI Jakarta,239,4,163,72,8153,511,3270,4372
6/9/2020,ID-YO,Daerah Istimewa Yogyakarta,2,0,0,2,248,8,195,45
6/9/2020,ID-GO,Gorontalo,5,0,7,-2,140,7,74,59
6/9/2020,IDN,Indonesia,1042,40,510,492,33075,1923,11414,19738
6/9/2020,ID-JA,Jambi,0,0,0,0,103,0,27,76
6/9/2020,ID-JB,Jawa Barat,26,0,15,11,2762,166,1074,1522
6/9/2020,ID-JT,Jawa Tengah,54,7,89,-42,2404,153,906,1345
6/9/2020,ID-JI,Jawa Timur,189,24,127,38,6417,748,3681,1988
6/9/2020,ID-KB,Kalimantan Barat,24,0,1,23,234,4,120,110
6/9/2020,ID-KS,Kalimantan Selatan,91,8,1,82,1435,107,119,1209
6/9/2020,ID-KT,Kalimantan Tengah,18,0,0,18,522,28,202,292
6/9/2020,ID-KI,Kalimantan Timur,13,0,3,10,351,3,218,130
6/9/2020,ID-KU,Kalimantan Utara,1,0,1,0,170,2,130,38
6/9/2020,ID-BB,Kepulauan Bangka Belitung,19,0,5,14,122,1,43,78
6/9/2020,ID-KR,Kepulauan Riau,0,0,0,0,227,16,126,85
6/9/2020,ID-LA,Lampung,3,0,3,0,148,12,108,28
6/9/2020,ID-MA,Maluku,8,0,9,-1,315,8,89,218
6/9/2020,ID-MU,Maluku Utara,28,0,0,28,214,17,35,162
6/9/2020,ID-NB,Nusa Tenggara Barat,8,3,0,5,830,25,324,481
